,train_loss,val_loss,train_acc,val_acc,train_f1,val_f1,lrs
0,0.36831650232726876,0.31479202761794584,90.51352888599983,93.25095057034221,0.9061457454077736,0.9324709910595398,0.001
1,0.312246206576948,0.3007011033368833,93.77589989436906,94.82889733840304,0.9383600225315846,0.9492537313432835,0.001
2,0.2894535073986301,0.29668016948483206,95.1125375802389,94.37262357414448,0.9515446892496073,0.9433601224646001,0.001
3,0.27738909752337965,0.28496662757613445,95.80320143008045,95.22813688212928,0.9583013764986074,0.9524891160325573,0.001
4,0.2685100192954014,0.27546141535946816,96.36385796701065,96.00760456273764,0.9638135284842114,0.9600912200684151,0.001
5,0.2610459679326454,0.287676870190736,96.70918989193142,95.05703422053232,0.9671985097594559,0.9502106472615856,0.001
6,0.253159077562295,0.27175159806554966,97.20078004387747,95.95057034220532,0.9720656801135211,0.9600899381675099,0.001
7,0.24874566497353764,0.282339068163525,97.44860648411473,95.70342205323193,0.9744943546421898,0.9579300074460164,0.001
8,0.24214504630147637,0.2702810848301107,97.61111562525392,96.04562737642586,0.9761208576998051,0.9601990049751242,0.001
9,0.237260696717671,0.2775083275455417,98.09458032014301,95.74144486692016,0.9809465772902701,0.9581151832460734,0.001
10,0.23247133023166036,0.2726559543248379,98.20427399041196,95.93155893536121,0.9820266753415745,0.9592070148684712,0.001
11,0.2333831011281385,0.27757593086271576,98.16770943365565,95.70342205323193,0.9816629396218745,0.9563538045577443,0.001
12,0.22768041185744398,0.27417660536188065,98.57804501503209,96.14068441064639,0.9857584635416666,0.9623166883237424,0.001
13,0.22570613837474351,0.27118470777164805,98.69992687088649,95.95057034220532,0.9869770470454174,0.9604015616285555,0.001
14,0.22639021072294804,0.26008273010904137,98.61054684325994,96.27376425855513,0.986100950987564,0.9628224582701063,0.001
15,0.22103498512274258,0.2675908821098732,98.87056146908263,96.25475285171102,0.9886909120494671,0.9630740393626991,0.001
16,0.2229443067467058,0.26810413960254553,98.76493052734216,96.00760456273764,0.9876332275648849,0.9602573807721424,0.001
17,0.22259622063342627,0.27787366021763193,98.81368326968392,95.83650190114068,0.988120423108218,0.9595119245701609,0.001
18,0.21900457894647277,0.3076312589826006,98.95994149670919,94.67680608365019,0.9895773959775264,0.9489795918367346,0.001
19,0.2207737712310506,0.2657542290109577,98.78930689851305,96.36882129277566,0.9878861788617885,0.9640639698965193,0.001
20,0.21742346052612577,0.26651819917288694,99.12651336637686,96.34980988593156,0.9912541186999145,0.9641791044776119,0.001
21,0.20812365596557592,0.25656393495472996,99.65060534655075,96.97718631178707,0.9964989415404657,0.96994896994897,0.0005
22,0.20623465315862136,0.25479676840883314,99.70748354594946,97.0722433460076,0.997069835585219,0.9708554125662378,0.0005
23,0.20412367292038805,0.2629819579196699,99.80498903063297,96.59695817490494,0.9980463980463982,0.9660792116732992,0.0005
24,0.206051754699899,0.25757527658433627,99.6993580888925,96.84410646387833,0.9969867253033634,0.9685725104127225,0.0005
25,0.2042401334295025,0.2704601137927084,99.78467538799057,96.59695817490494,0.9978421074060502,0.9665732959850608,0.0005
26,0.20783505116577272,0.2597427847710523,99.63435443243682,96.82509505703422,0.996336399902304,0.9685439819174986,0.0005
27,0.20786906693662915,0.25915549713553804,99.57747623303811,96.82509505703422,0.9957665065537734,0.9684965100924354,0.0005
28,0.2042033537641748,0.2568742264400829,99.77248720240513,96.84410646387833,0.997720426605878,0.9685486926866237,0.0005
29,0.2023190029062234,0.2609239749836199,99.88218087267408,96.787072243346,0.9988194585792795,0.9683223992502343,0.00025
